feature,logistic_coef,rf_importance,logistic_coef_norm,rf_importance_norm
niveau_education,0.04679217923372559,0.015768639220657157,0.1067753121403264,0.45189503143856835
heure_supplementaires_binary,0.43823032024697156,0.015465449307452203,1.0,0.44320626549989917
satisfaction_employee_equipe,0.12057456929452363,0.015349938337654124,0.2751397238478888,0.43989597140299186
frequence_deplacement_Frequent,0.2555968166100673,0.009814754782997388,0.5832476777645639,0.2812696047617231
low_satisfaction,0.30312850064876173,0.009584371992723564,0.691710469686189,0.2746673332025317
poste_Consultant,0.25510424634019424,0.009392266657303323,0.5821236791567189,0.2691620105570924
recent_hire,0.2989867672092838,0.009384066825755589,0.6822594270537582,0.2689270211529211
statut_marital_Marié(e),0.24967576244138603,0.009218361436467908,0.5697363940967785,0.2641782637583324
genre_M,0.0005475520089338153,0.009072239735683977,0.0012494617182700497,0.2599907324409116
domaine_etude_Infra & Cloud,0.024155349500139384,0.008738320084179428,0.055120215065279504,0.2504213187899907
departement_Consulting,0.20888178860273238,0.008045458368901139,0.4766484174007261,0.23056540337288253
age_group_30-40,0.1195043546155738,0.0079797964307598,0.27269759552060485,0.22868367450677807
performance_stable,0.029082271451884602,0.007674991699710096,0.06636298336339401,0.21994863138778215
salary_quartile_Q2,0.1802371435492399,0.007529109849857071,0.4112840559449753,0.2157679736783148
frequence_deplacement_Occasionnel,0.023676185116027162,0.007184886916591098,0.05402680741643818,0.20590329029800594
domaine_etude_Transformation Digitale,0.0962013104617303,0.006866426770404579,0.21952226036645422,0.19677691257072794
statut_marital_Divorcé(e),0.18724462875875408,0.006441637772743609,0.42727447213882747,0.18460338036122112
long_commute,0.10701790865816112,0.006436027998966519,0.2442047108877576,0.1844426164004324
career_stage_Senior,0.10706937027510526,0.0063306556890636734,0.24432214141359418,0.18142287432694254
age_group_40-50,0.02510044691039996,0.006124467208156141,0.05727683765982739,0.17551395924821345
career_stage_Expert,0.13584217354346645,0.006055163963511492,0.3099789477526577,0.17352787842796982
career_stage_Mid,0.03452446680309118,0.006022384161248935,0.07878155665640474,0.17258848032476615
salary_quartile_Q3,0.09803640392512075,0.005805169993649314,0.2237097694880418,0.16636359295669545
tenure_group_Mid,0.058527787355600616,0.005675940811942743,0.13355485609169251,0.16266016463210234
poste_Représentant Commercial,0.24994883570951848,0.005626848470638194,0.5703595213782924,0.16125328450714202
never_promoted,0.10901404940171518,0.0055041846797238385,0.24875971461828247,0.15773800605629126
poste_Cadre Commercial,0.1392436533114148,0.005393555555203241,0.31774080176137026,0.1545676150667019
augementation_salaire_precedente_13 %,0.026150048526019837,0.005361913404490265,0.059671928932901235,0.15366081959176375
augementation_salaire_precedente_12 %,0.0631790107322282,0.004740147228401977,0.14416850640691106,0.13584234827289585
overdue_promotion,0.07286505115166797,0.0046405758067596045,0.16627113137813862,0.1329888470871678
tenure_group_Early,0.11769575969407128,0.004598887818763098,0.2685705535567279,0.13179415968372887
domaine_etude_Entrepreunariat,0.11351059468409934,0.004573053677410213,0.25902040420235795,0.13105380917183707
domaine_etude_Marketing,0.05947360064208485,0.00452609112870107,0.13571311224784166,0.1297079642876728
tenure_group_Long,0.06733357697951271,0.004343758452208372,0.1536488322888426,0.12448270487099423
note_evaluation_actuelle,0.011527352444542152,0.004256021952964059,0.02630432426046133,0.1219683669164306
salary_quartile_Q4,0.03610128737854856,0.004192631105090765,0.08237971155944462,0.12015172257624601
augementation_salaire_precedente_14 %,0.18505860121642714,0.004187706781259716,0.42228616475495,0.12001060212562842
augementation_salaire_precedente_18 %,0.029866861042307177,0.004023733914335935,0.06815334234626952,0.11531149506783461
augementation_salaire_precedente_16 %,0.04112258073965652,0.004013753436329991,0.09383782645728678,0.11502547619460429
augementation_salaire_precedente_17 %,0.00592320488546341,0.0037907791078405344,0.013516191399365737,0.10863551509696319
augementation_salaire_precedente_15 %,0.007369665087279452,0.003160581829578442,0.01681687630177246,0.09057542665891469
poste_Tech Lead,0.11975469577684773,0.0030937028756250246,0.273268850291687,0.08865882075675374
age_group_50+,0.00638658765022799,0.0030534077375164587,0.014573586890630317,0.08750404941297554
augementation_salaire_precedente_23 %,0.07047325991868099,0.002989194679091681,0.16081329078043866,0.08566384230001059
no_training,0.328303776685955,0.0028115403873404197,0.7491580603116057,0.08057265525255988
domaine_etude_Ressources Humaines,0.11307074086919522,0.0027996744951191976,0.25801669954163015,0.08023260449337127
poste_Manager,0.1343679986196073,0.0026828383252549496,0.3066150204848494,0.0768843330341067
augementation_salaire_precedente_22 %,0.06912486336786318,0.002644491254850963,0.1577363778227549,0.07578538908952805
augementation_salaire_precedente_19 %,0.11066654974305562,0.0025447397987857726,0.2525305635645835,0.07292672850735364
eval_number_E_631,0.3073382437098382,0.0023007035063306496,0.7013167038205684,0.06593317716104008
poste_Ressources Humaines,0.03366652923105374,0.002202261190404775,0.0768238245406672,0.06311203369851912
eval_number_E_1309,0.3176319721510355,0.002112478028516051,0.7248060151840453,0.06053904282742301
poste_Senior Manager,0.08389368395294604,0.0020952977864347293,0.1914374247442907,0.06004669431676075
eval_number_E_1792,0.2716773126731269,0.001997130577584782,0.61994184364062,0.05723343482691399
augementation_salaire_precedente_20 %,0.0969012551692637,0.001983332105318781,0.22111946775990646,0.05683800051129593
eval_number_E_283,0.29583199868471205,0.0019305440221274422,0.675060544687988,0.05532520843206047
departement_Ressources Humaines,0.0021934163633036434,0.0019108598512289259,0.005005167972100856,0.05476110274719107
eval_number_E_1907,0.25181501207289503,0.0018491459998409682,0.5746179587276863,0.0529925174924392
eval_number_E_1108,0.1371353731905426,0.0016610299135304304,0.312929906614535,0.04760151808229111
eval_number_E_1869,0.36273513496391574,0.0016574345820111046,0.8277271521502453,0.047498483671571036
eval_number_E_1106,0.268808548913639,0.0016412772520867363,0.6133955970051267,0.047035449606807174
eval_number_E_1405,0.2577428204041494,0.0016354677026681882,0.5881446547534511,0.046868960509022534
eval_number_E_1573,0.3287595263665898,0.0016344102559613552,0.7501980378293136,0.046838656377756534
eval_number_E_1562,0.2762103623383914,0.0016119501447036872,0.6302858327619338,0.046194998257301764
augementation_salaire_precedente_21 %,0.03600872933130222,0.0015678507877565503,0.08216850287996717,0.044931206244866045
eval_number_E_840,0.33027055627301244,0.0015636538481351425,0.753646064669563,0.044810931049548156
eval_number_E_291,0.29677902710587156,0.0015341836745503658,0.6772215736661422,0.04396637973270741
eval_number_E_2055,0.23238613411042358,0.0015335211849229374,0.5302831031395974,0.04394739421551564
eval_number_E_1797,0.2570948921864844,0.0015166936593395952,0.5866661440531877,0.04346515379539391
eval_number_E_190,0.21929531119617288,0.0015014087766628415,0.5004110876504062,0.04302712217826502
eval_number_E_1692,0.2213767505513662,0.0014982963112313184,0.5051607347173191,0.04293792566331229
augementation_salaire_precedente_24 %,0.030282979175600095,0.0014795860795808952,0.06910288443422548,0.0424017309668914
eval_number_E_2044,0.2980857152746291,0.0014717687670745983,0.6802033120543514,0.04217770372957783
eval_number_E_842,0.29621355054628984,0.0014614417046964422,0.6759312098244459,0.04188175249924393
eval_number_E_787,0.31069622512466266,0.0014258572609846243,0.7089792987157185,0.040861979449403944
eval_number_E_667,0.2588049477206336,0.0014220253287751383,0.5905683284871298,0.040752164575587335
poste_Directeur Technique,0.1465007748555699,0.001411280407853061,0.33430086437882045,0.0404442384248307
eval_number_E_488,0.2516992853963975,0.0014104484881683756,0.5743538814351057,0.04042039740933123
eval_number_E_2032,0.28464573861074005,0.0014088542380092514,0.6495345608453643,0.04037470965430703
eval_number_E_565,0.2603664957954968,0.0014062602966486168,0.5941316329932699,0.040300372915650584
eval_number_E_1486,0.2356767861472124,0.0013984664718265558,0.53779205878405,0.04007701878447241
eval_number_E_1299,0.2332195765090382,0.0013948546585496192,0.5321849395943294,0.039973512042293075
eval_number_E_1200,0.28187975587094755,0.0013736613040253318,0.643222850742253,0.03936615642491708
eval_number_E_1101,0.27302580951101335,0.001372904437184323,0.6230189854438766,0.03934446626128746
eval_number_E_1639,0.2742909078918608,0.0013405247671221829,0.6259058198832063,0.03841653507991241
eval_number_E_926,0.2831345992865071,0.001330466676112591,0.6460862843240562,0.03812829198617499
eval_number_E_1807,0.2719223881463949,0.0013199967437659101,0.6205010826114195,0.03782824641212412
eval_number_E_433,0.27079849155647484,0.0013185085873174288,0.6179364572580512,0.037785599072955436
eval_number_E_785,0.20740713818567397,0.0012914710586770905,0.4732834051025644,0.037010762088991664
eval_number_E_376,0.24669466591596584,0.0012562433846850423,0.5629338147505111,0.036001213286245906
eval_number_E_1459,0.30097678403476924,0.001224832312271503,0.6868004565844487,0.035101040014652474
eval_number_E_1010,0.21862443530796236,0.001223022743013251,0.4988802125438357,0.035049181680816235
eval_number_E_1380,0.18889166154663029,0.0012077447074565983,0.4310328446470281,0.034611346287312605
eval_number_E_1127,0.33328731136639717,0.001191091334927691,0.7605300134837039,0.034134096716363575
eval_number_E_1360,0.24598723219927382,0.0011892006781469553,0.5613195181489128,0.03407991458983925
eval_number_E_1809,0.27938876521300543,0.0011811727761704164,0.6375386464714525,0.03384985231462901
eval_number_E_967,0.2593256932681334,0.0011807923669865628,0.5917566204045086,0.033838950611717836
eval_number_E_828,0.28796978036583404,0.001178248251574056,0.657119708658096,0.03376604177676828
eval_number_E_1537,0.24017215421503738,0.0011736843370969325,0.5480500620762265,0.03363524987727318
eval_number_E_647,0.20722312498498643,0.001168178941211234,0.47286350444260133,0.03347747716067818
eval_number_E_1295,0.3417759751726056,0.0011673062482283158,0.7799003386620816,0.03345246767080188
eval_number_E_922,0.24121758130324908,0.0011649795970520762,0.5504356274739437,0.03338579088964653
eval_number_E_1167,0.19974160081298234,0.0011548697677815445,0.45579137632561534,0.03309606508946077
eval_number_E_970,0.2145898704327809,0.001135304411918687,0.48967371840416113,0.032535364386056365
eval_number_E_650,0.24657029646589998,0.0011308853462241866,0.562650015468901,0.03240872353880245
eval_number_E_1702,0.2239815699443295,0.0011296108242970064,0.5111046853583777,0.03237219850209556
eval_number_E_582,0.2749052776986685,0.0010986001104550482,0.6273077534747968,0.03148349863963779
eval_number_E_796,0.21507250090821034,0.001082889489042883,0.49077503534443456,0.03103326627287343
eval_number_E_1716,0.24157480712766616,0.0010717862789317906,0.5512507829022941,0.03071507233032649
eval_number_E_1752,0.20733108768237613,0.0010214725253559903,0.47310986507170805,0.029273189176316383
eval_number_E_881,0.2354955269262174,0.0010213008333564005,0.5373784424443754,0.029268268855642755
eval_number_E_927,0.22158300382870794,0.001017246715970495,0.5056313851214844,0.029152086636116833
eval_number_E_848,0.24994947670317255,0.0010107331850745798,0.5703609840649766,0.028965422954628724
eval_number_E_325,0.2290013961892266,0.0010071219751818451,0.5225594524362652,0.028861933504133158
eval_number_E_819,0.21155192138761753,0.0010068818521432265,0.48274140700350016,0.02885505209816228
eval_number_E_723,0.24834166593414686,0.0009998908372618699,0.5666921124813774,0.028654704760298175
eval_number_E_328,0.249467631354265,0.0009978319983647084,0.5692614587089128,0.028595702898746234
eval_number_E_1649,0.18217376973850918,0.0009934893099100336,0.4157032531109265,0.028471250857686002
eval_number_E_1522,0.2006356071562801,0.0009893658680883385,0.4578314139542165,0.028353081950047546
eval_number_E_1077,0.19388084832070798,0.000978483712326913,0.44241769536038356,0.028041222946165546
eval_number_E_445,0.20998293187966643,0.0009596144637857394,0.4791611218532923,0.02750047117022502
eval_number_E_1188,0.181950067330817,0.000959228766275063,0.41519278544733323,0.027489417915326237
eval_number_E_1175,0.19162093256857904,0.0009457273605776588,0.43726078209419206,0.027102496883858875
eval_number_E_1842,0.24124794106912545,0.0009453968733865378,0.5505049055783415,0.027093025837084842
eval_number_E_118,0.30594921258629104,0.00094038799024771,0.6981470666243919,0.026949482099935508
eval_number_E_299,0.20426886728587737,0.0009266741997118853,0.46612216875080315,0.026556474579209812
eval_number_E_1821,0.3543671856713705,0.000921520667609456,0.8086322860354831,0.026408785516199473
eval_number_E_19,0.20431028939408424,0.0009200447525800473,0.4662166900705136,0.026366488989575818
eval_number_E_27,0.23011669930875284,0.0009177186736417113,0.525104468305769,0.02629982860751882
eval_number_E_1905,0.21031691638691336,0.0009159182934414419,0.4799232428016071,0.02624823361217285
eval_number_E_502,0.1845766549043097,0.0009130253838092313,0.42118640901042315,0.026165329090679063
eval_number_E_1734,0.15849590154661947,0.0009068842424422767,0.3616726050751044,0.025989337286170457
eval_number_E_1100,0.20640624197279542,0.0008930937841524622,0.47099945493609835,0.025594132633744635
eval_number_E_142,0.21722366436102666,0.0008840769430902415,0.49568378618486936,0.025335729507243335
eval_number_E_1319,0.22165004633003912,0.0008656711914755411,0.5057843697467687,0.024808260548876943
eval_number_E_1279,0.1743643136583692,0.0008624402128483486,0.3978828155023675,0.02471566770253927
eval_number_E_1939,0.18488834517514643,0.0008606714082839412,0.4218976566271127,0.024664977596496735
eval_number_E_1372,0.2311147094795537,0.0008489230110877827,0.5273818327981172,0.024328293990129746
eval_number_E_1004,0.20123212900739015,0.0008342530832680846,0.45919262020478785,0.023907885646675505
eval_number_E_1107,0.17958870421725046,0.0008293754582377598,0.4098043789303315,0.023768103482496326
eval_number_E_355,0.25358638551602386,0.0008270007641632812,0.5786600648104661,0.02370004989598027
eval_number_E_42,0.3199065869130777,0.0008231400640566911,0.7299964701958307,0.02358941059656901
eval_number_E_440,0.21875287985425898,0.0008139754620698847,0.49917331080829225,0.02332677296214812
eval_number_E_1421,0.23925956340950444,0.0008138330773842379,0.5459676164685866,0.023322692525586896
eval_number_E_1038,0.3352982574914061,0.0008135037918884637,0.7651188016895853,0.023313255916797584
eval_number_E_1487,0.15977019091069106,0.0008109232031483536,0.3645804124658697,0.023239301835311945
eval_number_E_1645,0.21621592931890474,0.0008091759737898232,0.4933842304591176,0.023189230027919134
eval_number_E_64,0.18566785550630407,0.0008056161045555082,0.4236764252223991,0.023087211889445236
eval_number_E_342,0.281886358375911,0.0008024401638772846,0.6432379170319605,0.022996196311464812
eval_number_E_1165,0.22103041155784262,0.0008009906262895583,0.5043704220038391,0.022954655705163234
eval_number_E_33,0.17382876449971174,0.0007991320268794981,0.39666074314928235,0.022901392273418242
eval_number_E_163,0.2172191883034521,0.0007919316948547579,0.4956735722462901,0.022695046359788258
eval_number_E_566,0.1900000613445789,0.0007724215552616613,0.43356210779186016,0.0221359280350286
eval_number_E_1489,0.22862615625091773,0.0007721503687957427,0.521703190509666,0.02212815641854178
eval_number_E_1464,0.19956795025168575,0.0007679187952166911,0.45539512222526296,0.02200688868904518
eval_number_E_1420,0.22432430817100024,0.0007659005034560452,0.5118867814636349,0.021949048820565312
eval_number_E_1310,0.25080787137783733,0.0007636781294560789,0.5723197592455278,0.021885360397326647
eval_number_E_986,0.19000465052143256,0.0007605691271770031,0.4335725798578986,0.021796263128818844
eval_number_E_394,0.22502077568197815,0.0007582491368717961,0.5134760542245552,0.02172977723379404
eval_number_E_147,0.20171793410225625,0.0007461701483019392,0.46030118132532444,0.021383619595006096
eval_number_E_1457,0.2963279774848549,0.000741962798717073,0.6761923212384178,0.02126304607269255
eval_number_E_1747,0.16867411546211153,0.0007396738977374501,0.3848983232539743,0.02119745113037239
eval_number_E_1876,0.19939669138324123,0.000736529802348752,0.4550043257410124,0.021107348169385094
eval_number_E_1960,0.22718839872022123,0.0007204179917324139,0.518422364276816,0.020645618589354854
eval_number_E_1277,0.20082618301936078,0.0007184645941349432,0.4582662899869229,0.020589638446974236
eval_number_E_1504,0.16357576674382704,0.0007160637660608925,0.37326437534409157,0.02052083591665948
eval_number_E_1433,0.22572281437598588,0.0007143082010275035,0.5150780398964093,0.02047052522688756
eval_number_E_1534,0.2479981880412666,0.0007103545031540487,0.5659083285280292,0.020357220812992228
eval_number_E_1427,0.17199764541845775,0.0007076176406838604,0.3924823031905364,0.02027878826502775
eval_number_E_538,0.2554088075991471,0.000693188881025299,0.5828186590448773,0.019865291278491112
eval_number_E_1042,0.30423942487755523,0.0006877629717569384,0.6942454933426248,0.019709796476111683
eval_number_E_65,0.21191020372198835,0.000685148161024893,0.4835589732872957,0.01963486166649186
eval_number_E_1928,0.16540937748543982,0.0006596208968807344,0.37744850103530214,0.018903305590438495
eval_number_E_1767,0.1835579148486097,0.0006500595273787306,0.41886174088813105,0.018629297458776534
eval_number_E_1160,0.2847121347491134,0.0006420615237033955,0.6496860705317227,0.018400092004093
eval_number_E_584,0.26119498486247217,0.0006339786857228074,0.5960221664153034,0.01816845538204601
eval_number_E_608,0.21407048865952255,0.0006222154452251334,0.4884885384901706,0.01783134639882112
eval_number_E_454,0.20247549198486015,0.000596920354550802,0.4620298565164362,0.017106443911322773
eval_number_E_1379,0.20362044816629638,0.000594524089529532,0.4646425378589571,0.017037772148213157
eval_number_E_45,0.21381057014656213,0.0005939851836833213,0.4878954291114906,0.017022328274400835
eval_number_E_492,0.23490058753129284,0.0005823903129198512,0.5360208472086343,0.01669004440292254
eval_number_E_133,0.21312663548269348,0.0005814191779834312,0.4863347551182278,0.016662213779970007
eval_number_E_1569,0.17343073119683894,0.000581250887595198,0.3957524689279814,0.016657390942107005
eval_number_E_555,0.24111267787380944,0.0005680194195596881,0.5501962478039553,0.01627820573910913
eval_number_E_1844,0.184264994229792,0.0005670174227859713,0.4204752289297249,0.016249490682773326
eval_number_E_1052,0.22412366377177215,0.0005657580983528743,0.5114289299870072,0.016213401173315833
eval_number_E_297,0.2165686286117931,0.0005626827115891665,0.4941890567721158,0.016125267252637954
eval_number_E_701,0.2142853754400732,0.0005620902476086232,0.4889788897292851,0.016108288518749292
eval_number_E_825,0.32960093358107545,0.0005597638985803031,0.7521180492379526,0.0160416203964986
eval_number_E_1156,0.16185243964666904,0.0005513463620315015,0.36933190646291786,0.015800392038735626
eval_number_E_485,0.15330364969381272,0.0005490409035814112,0.3498243791242378,0.01573432259518979
eval_number_E_514,0.1577552958609881,0.0005472100349014232,0.35998261318861424,0.01568185386607972
eval_number_E_1111,0.16501162927042368,0.0005441264589531809,0.3765408773574334,0.015593485261118
eval_number_E_1967,0.21387441687549216,0.000519643296231383,0.48804112128745425,0.014891850869395176
eval_number_E_1494,0.1175203227036458,0.0005167055252839077,0.2681702229946467,0.014807660719814637
eval_number_E_918,0.18346469755191522,0.0005139696342233129,0.4186490278639799,0.014729256010344187
eval_number_E_1684,0.20670975902853628,0.0004833402919886389,0.47169205205162834,0.013851485431767663
eval_number_E_1780,0.1655278841305002,0.00048225216152642333,0.37771892195230666,0.01382030197056018
eval_number_E_1761,0.22908034361678936,0.00047302757186117115,0.5227396029733579,0.013555945219260665
eval_number_E_1037,0.21431556634332327,0.0004562406689676498,0.48904778250519587,0.013074868957405021
eval_number_E_911,0.12167077379327558,0.00044574587184597394,0.27764115847736437,0.01277411081278159
eval_number_E_684,0.24604395503553925,0.00043633399213159006,0.5614489542779179,0.012504386734507556
eval_number_E_494,0.14581860861761514,0.00043285278331059635,0.33274422576565854,0.012404622833032385
eval_number_E_364,0.16863106224077506,0.00042772228208882453,0.38480007988890497,0.012257593785156715
eval_number_E_811,0.1999627600833021,0.0004272947325860874,0.4562960407910844,0.012245341142853385
eval_number_E_392,0.14294638836837067,0.00042429367950533146,0.32619009174858327,0.012159337464457319
eval_number_E_952,0.17129655742516844,0.0004156700727428791,0.39088248692749417,0.01191220358089892
eval_number_E_1968,0.1618087338680321,0.0004152365770405859,0.36923217402402064,0.011899780533400971
eval_number_E_1604,0.22038249034153112,0.00041382820760415737,0.50289192728,0.011859419717109463
eval_number_E_1758,0.14377064808237905,0.0004071013827957624,0.32807097418853826,0.011666643494270325
eval_number_E_508,0.12137363303450531,0.00040530150635470594,0.2769631114663707,0.011615062935571815
eval_number_E_282,0.20437234703252363,0.0004050513385447422,0.46635829971177345,0.011607893668219918
eval_number_E_1467,0.20560204338037136,0.0004002480456641877,0.4691643500716726,0.011470241702384887
eval_number_E_593,0.24599803440520782,0.00039636919043922086,0.5613441677576572,0.011359082116620772
eval_number_E_243,0.18886705271048204,0.00039438877158606334,0.43097668961847063,0.011302327603603772
eval_number_E_741,0.20344978709038425,0.0003833696270797864,0.46425310548053117,0.01098654279913143
eval_number_E_1783,0.1810833403987175,0.0003659745996323273,0.41321499684609947,0.010488039005288101
eval_number_E_587,0.2152094489797587,0.00036345082506619193,0.4910875378464777,0.010415713094919529
eval_number_E_1933,0.15150445477112415,0.00036113163169378544,0.3457187870655354,0.010349250038261931
eval_number_E_648,0.1809445874841181,0.00035969854660624544,0.4128983758635047,0.010308180924965226
eval_number_E_1331,0.17580264818948868,0.0003549164790034037,0.4011649583954217,0.01017113722959698
eval_number_E_614,0.11456259955476103,0.0003430762704265785,0.26142097947535325,0.009831822508003605
eval_number_E_554,0.1508091970533035,0.00034164584654570285,0.344132274937783,0.009790829659123408
eval_number_E_1862,0.18656429002056651,0.00032423180910055367,0.42572200370669305,0.009291781079938517
eval_number_E_1868,0.13083306334454176,0.0003194390013441678,0.29854863367465934,0.009154429595042235
eval_number_E_1714,0.20210803169298885,0.0003152896698944776,0.4611913470046703,0.00903551874676495
eval_number_E_1248,0.18544817321333865,0.0003125134356463975,0.4231751310790783,0.0089559578889597
eval_number_E_960,0.16948423803448384,0.000301804419671278,0.3867469460784191,0.008649060696181448
eval_number_E_1944,0.11579013353677235,0.00029626055352095055,0.2642220955216358,0.008490185505162331
eval_number_E_1458,0.14623167089727995,0.00028820918738417826,0.3336867946856548,0.008259450797963638
eval_number_E_816,0.15597365659520943,0.0002868214490400969,0.35591708147283835,0.008219681224073863
eval_number_E_932,0.21330656214840446,0.0002858668339368763,0.4867453306932122,0.008192324023744459
eval_number_E_1012,0.10024618787802701,0.0002778847852581426,0.22875228674622902,0.007963575804691082
eval_number_E_622,0.11220179114662776,0.00026063578293246436,0.2560338387435052,0.007469256774420221
eval_number_E_30,0.07472697606463212,0.0002574331113082263,0.1705198673211807,0.007377475145449567
eval_number_E_1219,0.16960511553790245,0.0002535874782326431,0.3870227770691878,0.007267267634498634
eval_number_E_137,0.15523047747958735,0.00025173224197697205,0.35422121726334405,0.007214100583470911
eval_number_E_1368,0.0916779118713347,0.00024858860462515983,0.20920029408204383,0.007124010748828259
augementation_salaire_precedente_25 %,0.043898765060726735,0.00024858541853570523,0.1001728156006798,0.0071239194424083385
eval_number_E_1269,0.1323892670106317,0.00024271854601409137,0.3020997427471966,0.00695578758870167
eval_number_E_1079,0.1500777531165446,0.00023861714275616068,0.34246318929271236,0.006838250258545948
eval_number_E_167,0.1264807230564479,0.00023135659589836518,0.2886170062015967,0.006630178718278446
eval_number_E_353,0.12436254703254247,0.00022554596519698864,0.2837835295432229,0.006463658633270943
eval_number_E_95,0.07094330008096332,0.0002253555433961474,0.16188587782101,0.006458201557078534
eval_number_E_405,0.22035712506583113,0.00022254094987675957,0.5028340461281762,0.006377541405677242
eval_number_E_2023,0.1452856627015631,0.00022112434827030954,0.3315280937651349,0.006336944673230979
eval_number_E_1865,0.09139372304456546,0.00021568641114010193,0.20855180215065697,0.006181105178393852
eval_number_E_590,0.18901271119679278,0.0002144750587819616,0.43130906846032857,0.006146390444655262
eval_number_E_1875,0.09201870922043338,0.00020764025775749797,0.20997796128888296,0.0059505198574342525
eval_number_E_618,0.12471782348166606,0.00020757235236023073,0.2845942366821615,0.005948573835890889
eval_number_E_235,0.1301261106175018,0.00020559635781108198,0.2969354346457981,0.00589194611383988
eval_number_E_2021,0.12416634427245335,0.00020286939045694583,0.28333581346557096,0.005813797138460002
eval_number_E_1016,0.14661697002296806,0.00019480183594119637,0.33456601072317355,0.005582598507397973
eval_number_E_1624,0.12722642470428394,0.00019258959145491487,0.2903186265901992,0.005519200374072153
eval_number_E_1482,0.07369259844989859,0.00017268302373511625,0.16815951577327642,0.00494872127821029
eval_number_E_382,0.10789979017695073,0.00016701960288875768,0.246217080817553,0.004786419908662666
eval_number_E_15,0.06422089580146075,0.0001605333194456266,0.14654598925347762,0.004600537080129601
eval_number_E_366,0.09299672557190289,0.0001587775168765778,0.21220970178305584,0.0045502195831003825
eval_number_E_749,0.10501404926151012,0.0001541504011560545,0.23963209392341409,0.004417616472918461
eval_number_E_812,0.08284276314410344,0.00015133078987833914,0.18903932319748232,0.004336812523436343
eval_number_E_483,0.03653226748269198,0.00014873023823235474,0.08336316725438725,0.004262286348325415
eval_number_E_1492,0.10496875593921927,0.00014454895130649887,0.23952873886056647,0.004142459725344654
eval_number_E_1994,0.06319564116661833,0.00014208091191528815,0.1442064554798569,0.004071731064318423
eval_number_E_1577,0.10147562744143775,0.00014048072061119876,0.2315577511484134,0.0040258730489532235
eval_number_E_850,0.06378532001063471,0.0001362346187313335,0.1455520466376847,0.0039041889698362736
eval_number_E_657,0.1330169426193258,0.00013497527927551562,0.3035320389158879,0.003868099029860151
eval_number_E_1597,0.03504452589412811,0.00013365409778523987,0.07996828214528429,0.003830236831180249
eval_number_E_201,0.09054725786730161,0.00012980889417128972,0.20662024895099063,0.0037200416276691323
eval_number_E_1242,0.12166552367755726,0.00012872328251970584,0.2776291782115641,0.003688930350116412
eval_number_E_233,0.07815706354165446,0.00012838947642829072,0.17834700140694926,0.0036793641908515837
eval_number_E_704,0.052117696526665175,0.0001256868894165714,0.11892763717785075,0.003601913903256287
eval_number_E_363,0.06384930462428566,0.0001229657384290088,0.14569805345349537,0.003523931612339085
eval_number_E_1506,0.09878372468829541,0.00012291293433279422,0.22541508454418283,0.0035224183613613014
eval_number_E_55,0.15779199106117064,0.00011684560957038395,0.36006634815282634,0.0033485419807877895
eval_number_E_1193,0.0773391339472957,0.0001132987748339494,0.17648056369926668,0.0032468973827790527
eval_number_E_1409,0.08181795501348377,0.00011319049612225034,0.18670080830412186,0.0032437943495278844
